Texas A&M,Ohio State,Michigan,Georgia Tech,Wisconsin,Alabama,Tennessee,Iowa State,Nebraska,Chaos,Texas
,,,,,,,,,,
0.2466505663912829,0.23861999450875737,0.18633899812498234,0.353002254809104,0.24269791051788148,0.23973165074269215,0.24344953000352698,0.3088752735836969,0.1992047682223988,,0.2190014399392013
0.07784989441615206,0.08638684255813607,0.13166808809119943,0.09667364890456658,0.07749842582921253,0.07893370379638559,0.05940614380708623,-0.415627995423475,0.12309149097933293,0.6669018102998537,0.08703882797784925
0.04629927345435251,0.06137164119322152,0.12615514005935388,0.14770978917519945,0.11155467020454346,0.166038918045633,-1.6277502217522242,0.2424605623513531,0.06375767130633414,-0.08180916039530138,0.16798421022632332
0.1761213038462987,0.48448489167199593,0.41928454877251636,-0.178322399916649,0.7290277022382367,-1.6327353748088274,0.5254551904535837,-1.6672789996923187,1.048041625982585,0.671982861866966,0.19374088237321316
-0.9618020111036168,0.7637658120626346,-0.1545155070430141,0.9055245820491198,0.631103154875836,-1.9257038390394607,-0.3418842783132195,-2.298399972937212,-0.012265725198729331,0.0958422340953044,-0.9857911690357803
-0.2342296846957358,-0.21690735983156997,-0.9382429330910027,-0.032854637837360055,-0.5159942777161507,0.18842013264833318,-0.64392077145997,1.9210032294084096,1.3435113305116138,0.15617752241980998,0.2983184536577652
-0.3308577979734417,-1.1434624971428258,0.7310900225874731,-0.2739518074932025,-1.5079852067869612,0.5345450803258088,0.4615529844789683,-1.4100425632727531,0.5660395392741022,-0.16767191581594326,-0.06952283932647962
-0.7727905676558793,-0.32445187398412995,1.6413916878464132,-0.052525514899533866,-1.3478672853245384,-0.2632522079427539,-0.008018867838674209,0.11401524575474024,-0.0006405864228188374,0.04758526812816264,-0.037795099539489355
-0.21603970270616815,-0.7379610543685087,0.7604028167061786,0.7324523377311897,1.8243972557966348,-0.44724396915645187,1.478495346442015,-1.6641634827496858,-0.19517380638420462,0.19844067204907007,-0.42302120767429796
0.5044140910895386,-0.22261425968743445,0.7937573062527287,0.880125085303432,-1.3661897159131435,-1.0229738512873714,3.2178619207474726,1.1638412523391632,0.6031254700762527,0.948261253109165,-1.1348012826823506
0.8660083364006341,-0.2527653552190647,-0.3717739290511437,-0.7407610122957573,-0.018486020938754344,-0.08156248766798335,1.8202765962694953,0.5172040136218491,0.2519391315437798,-1.0011601654861901,0.5014059305694228
0.0018788829033899255,0.7197816426798683,0.49400429534137763,-2.082210026099431,-1.1592819691021743,0.6737022171748387,0.9754312810690628,-0.5493553927353806,0.607140035379525,1.038888055682583,-1.3897296552359613
0.5444049583555585,1.3481589509152576,-1.1847510286419043,-1.5851082425213658,0.018907215352114846,-1.4738084224482653,0.46444899302866377,-0.45245364029644886,-0.012344482796551556,3.758935840965977,0.1468306107237612
-0.9584411824815854,-1.1040812232761203,0.7383270083258593,1.8452196007897015,-0.1103013609961119,-0.7583475840379376,-1.1341559691430272,-0.9850968823631705,2.1825468387607896,-1.162165870041861,0.25116209683142743
-1.857743982877498,0.503321195025084,0.7388601004435791,-1.6595220223867375,-1.122745787239563,0.6181233260251129,0.5743662780008136,2.1258523864933343,0.8490353169343229,-0.2153572287636928,0.7907106105858562
0.049128579805772635,-0.5393558278312212,0.9165879890512822,0.4867501765221267,-0.6125971115017963,1.188374026899341,-0.22589001925205557,1.0506647048212405,-0.44678610074003716,0.3451474690028806,-0.2118237169089805
0.7277268247479255,-0.8011014267567405,0.12061016980042379,0.6399784822188328,-0.16601145210994836,-0.7597051665001965,0.44333138096993374,-1.2820804203337874,-0.824182794161078,0.7773259961019731,-0.07926903349224895
-0.08567736190952382,-0.30623757548294583,1.4558381998429035,-1.3228879765864145,-0.8938058631540415,-1.7420197205755084,-1.0855137127652408,-1.8642502707192654,0.24633830723054537,1.357518525702268,2.1355955326681335
-0.26388406338343573,-0.024922507793867635,-0.4300762697639261,1.2821984129439525,-0.06734281080502624,-0.623797756567113,-1.322801942855241,0.5167288023130324,0.15871996729550641,-0.2715072483800544,1.1530851520353969
-0.4934139020868752,0.5637417868843421,-1.133650346406259,-1.778764100171353,0.9929852836081465,0.5676860855302379,-0.06301396838809825,-0.4320428692209726,-0.05353411894320364,2.5753071228948357,0.09011060831252958
-0.5487464202340039,-2.389733322398725,0.13195420601366514,1.8355940743524848,0.21498933915766752,0.664318392938415,-0.8046709307066626,1.0555055130291895,1.1342563460032644,1.4227538315463744,-0.09414665705696336
0.5986138314649707,0.02331828110921525,-1.127569233992648,0.6868665556611554,0.506482952053894,-1.9885369244048887,-0.028936105904502955,-0.1615883710851517,-0.3480412148351837,1.5895036933050641,-0.14091542719604844
-0.012197249022482978,2.3086919557059487,-0.4629367152708623,0.2067181632095676,-0.15307003871722125,0.945727792073912,-2.216235420551122,0.05523498543890854,1.1638205296907111,-1.9561355320874025,-1.2707058282198902
-0.20459540930782705,0.18439771377351738,-0.44969706629015327,0.2845580843895271,0.32962159594113266,0.5590538870949461,0.9504324704328655,-0.8393578793937607,-0.17597261333417236,-0.9254023158645074,2.1282066727259776
0.29669937071317226,-0.4908961309090594,1.138379859114609,0.519634492148605,0.19244847083822375,-1.1060936195942022,-1.981920692806194,-1.16554218167126,2.0775281957579463,-0.9397160843630714,-1.3920618177323003
-0.24038884469240457,-0.9094967070212437,0.024261765001561495,2.310370931248578,-0.05809970403400735,0.013832214256898779,-0.002265347519844625,0.6428731765092602,0.16490045575393225,-0.805219581912195,-0.889427607060983
-0.005913750997529116,0.6430177831693968,-1.4956236652990746,0.22840898009070243,1.679938569004383,-0.6546293956444299,-0.5242285706789428,1.7495524649909306,-0.4069221091125173,0.692757079168758,-1.372869147640479
0.6400299054523759,0.6053961242010131,-1.2948261978994233,0.1128524646600617,0.11062924710245714,0.10835719580900609,-0.45460158020799263,-0.1781137946137052,0.7342660168413745,0.33672415761473357,-0.15417979647367344
0.7007134982156804,-0.3033713395163763,0.9277771214852596,-1.2943513585703421,0.8573923236636,-0.519935874894513,0.5085281051375136,-1.1465914005157571,-0.19391224277971625,-0.28365755581969987,0.6887025852150929
