Texas A&M,Ohio State,Michigan,Georgia Tech,Wisconsin,Alabama,Tennessee,Iowa State,Nebraska,Chaos,Texas
,,,,,,,,,,
0.2466505663912829,0.2386199945087573,0.1863389981249823,0.353002254809104,0.2426979105178814,0.2397316507426921,0.2434495300035269,0.3088752735836969,0.1992047682223988,,0.2190014399392013
0.077849894416152,0.086386842558136,0.1316680880911994,0.0966736489045665,0.0774984258292125,0.0789337037963855,0.0594061438070862,-0.415627995423475,0.1230914909793329,0.6669018102998537,0.0870388279778492
0.0462992734543525,0.0613716411932215,0.1261551400593538,0.1477097891751994,0.1115546702045434,0.166038918045633,-1.6277502217522242,0.2424605623513531,0.0637576713063341,-0.0818091603953013,0.1679842102263233
0.1761213038462987,0.4844848916719959,0.4192845487725163,-0.178322399916649,0.7290277022382367,-1.6327353748088274,0.5254551904535837,-1.6672789996923187,1.048041625982585,0.671982861866966,0.1937408823732131
-0.9618020111036168,0.7637658120626346,-0.1545155070430141,0.9055245820491198,0.631103154875836,-1.9257038390394607,-0.3418842783132195,-2.298399972937212,-0.0122657251987293,0.0958422340953044,-0.9857911690357803
-0.2342296846957358,-0.2169073598315699,-0.9382429330910028,-0.03285463783736,-0.5159942777161507,0.1884201326483331,-0.64392077145997,1.9210032294084096,1.3435113305116138,0.1561775224198099,0.2983184536577652
-0.3308577979734417,-1.1434624971428258,0.7310900225874731,-0.2739518074932025,-1.5079852067869612,0.5345450803258088,0.4615529844789683,-1.4100425632727531,0.5660395392741022,-0.1676719158159432,-0.0695228393264796
-0.7727905676558793,-0.3244518739841299,1.6413916878464132,-0.0525255148995338,-1.3478672853245384,-0.2632522079427539,-0.0080188678386742,0.1140152457547402,-0.0006405864228188,0.0475852681281626,-0.0377950995394893
-0.2160397027061681,-0.7379610543685087,0.7604028167061786,0.7324523377311897,1.8243972557966348,-0.4472439691564518,1.478495346442015,-1.6641634827496858,-0.1951738063842046,0.19844067204907,-0.4230212076742979
0.5044140910895386,-0.2226142596874344,0.7937573062527287,0.880125085303432,-1.3661897159131435,-1.0229738512873714,3.217861920747473,1.1638412523391632,0.6031254700762527,0.948261253109165,-1.1348012826823506
0.8660083364006341,-0.2527653552190647,-0.3717739290511437,-0.7407610122957573,-0.0184860209387543,-0.0815624876679833,1.820276596269496,0.5172040136218491,0.2519391315437798,-1.00116016548619,0.5014059305694228
0.0018788829033899,0.7197816426798683,0.4940042953413776,-2.082210026099431,-1.1592819691021743,0.6737022171748387,0.9754312810690628,-0.5493553927353806,0.607140035379525,1.038888055682583,-1.3897296552359613
0.5444049583555585,1.3481589509152576,-1.1847510286419043,-1.5851082425213658,0.0189072153521148,-1.4738084224482653,0.4644489930286637,-0.4524536402964488,-0.0123444827965515,3.758935840965977,0.1468306107237612
-0.9584411824815854,-1.1040812232761203,0.7383270083258593,1.8452196007897013,-0.1103013609961119,-0.7583475840379376,-1.1341559691430272,-0.9850968823631704,2.1825468387607896,-1.162165870041861,0.2511620968314274
-1.857743982877498,0.503321195025084,0.7388601004435791,-1.6595220223867375,-1.122745787239563,0.6181233260251129,0.5743662780008136,2.1258523864933343,0.8490353169343229,-0.2153572287636928,0.7907106105858562
0.0491285798057726,-0.5393558278312212,0.9165879890512822,0.4867501765221267,-0.6125971115017963,1.188374026899341,-0.2258900192520555,1.0506647048212403,-0.4467861007400371,0.3451474690028806,-0.2118237169089805
