Alabama,Chaos,Georgia Tech,Iowa State,Michigan,Nebraska,Ohio State,Tennessee,Texas,Texas A&M,Wisconsin
,,,,,,,,,,
0.2397316507426921,,0.353002254809104,0.3088752735836969,0.1863389981249823,0.1992047682223988,0.2386199945087573,0.2434495300035269,0.2190014399392013,0.2466505663912829,0.2426979105178814
0.0789337037963855,0.6669018102998537,0.0966736489045665,-0.415627995423475,0.1316680880911994,0.1230914909793329,0.086386842558136,0.0594061438070862,0.0870388279778492,0.077849894416152,0.0774984258292125
0.16603891804563298,-0.0818091603953013,0.1477097891751994,0.2424605623513531,0.1261551400593538,0.0637576713063341,0.0613716411932215,-1.6277502217522242,0.1679842102263233,0.0462992734543525,0.1115546702045434
-1.6327353748088274,0.671982861866966,-0.17832239991664894,-1.6672789996923187,0.4192845487725163,1.0480416259825849,0.4844848916719959,0.5254551904535837,0.1937408823732131,0.1761213038462987,0.7290277022382367
-1.9257038390394607,0.0958422340953044,0.9055245820491198,-2.298399972937212,-0.1545155070430141,-0.0122657251987293,0.7637658120626346,-0.3418842783132195,-0.9857911690357803,-0.9618020111036168,0.6311031548758361
0.1884201326483331,0.1561775224198099,-0.03285463783736,1.9210032294084096,-0.9382429330910028,1.3435113305116138,-0.2169073598315699,-0.64392077145997,0.2983184536577652,-0.2342296846957358,-0.5159942777161507
0.5345450803258088,-0.1676719158159432,-0.2739518074932025,-1.4100425632727531,0.7310900225874731,0.5660395392741022,-1.1434624971428258,0.4615529844789683,-0.0695228393264796,-0.3308577979734417,-1.5079852067869612
-0.2632522079427539,0.0475852681281626,-0.0525255148995338,0.1140152457547402,1.6413916878464132,-0.0006405864228188,-0.3244518739841299,-0.0080188678386742,-0.0377950995394893,-0.7727905676558793,-1.3478672853245384
-0.4472439691564518,0.19844067204907,0.7324523377311897,-1.6641634827496858,0.7604028167061786,-0.1951738063842046,-0.7379610543685087,1.478495346442015,-0.4230212076742979,-0.2160397027061681,1.8243972557966348
-1.0229738512873714,0.948261253109165,0.880125085303432,1.1638412523391632,0.7937573062527287,0.6031254700762527,-0.2226142596874344,3.217861920747473,-1.1348012826823506,0.5044140910895386,-1.3661897159131435
-0.0815624876679833,-1.00116016548619,-0.7407610122957573,0.5172040136218491,-0.3717739290511437,0.2519391315437798,-0.2527653552190647,1.820276596269496,0.5014059305694228,0.8660083364006341,-0.0184860209387543
0.6737022171748387,1.038888055682583,-2.082210026099431,-0.5493553927353806,0.4940042953413776,0.6071400353795251,0.7197816426798683,0.9754312810690628,-1.3897296552359613,0.0018788829033899,-1.1592819691021743
-1.4738084224482653,3.7589358409659774,-1.5851082425213658,-0.4524536402964488,-1.1847510286419043,-0.0123444827965515,1.3481589509152576,0.4644489930286637,0.1468306107237612,0.5444049583555585,0.0189072153521148
-0.7583475840379376,-1.162165870041861,1.8452196007897013,-0.9850968823631704,0.7383270083258593,2.1825468387607896,-1.1040812232761203,-1.1341559691430272,0.2511620968314274,-0.9584411824815854,-0.1103013609961119
0.6181233260251129,-0.2153572287636928,-1.6595220223867375,2.1258523864933343,0.7388601004435791,0.8490353169343229,0.503321195025084,0.5743662780008136,0.7907106105858562,-1.857743982877498,-1.122745787239563
1.1883740268993408,0.3451474690028806,0.4867501765221267,1.0506647048212403,0.9165879890512822,-0.4467861007400371,-0.5393558278312212,-0.2258900192520555,-0.2118237169089805,0.0491285798057726,-0.6125971115017963
-0.7597051665001965,0.7773259961019731,0.6399784822188328,-1.2820804203337874,0.1206101698004237,-0.824182794161078,-0.8011014267567405,0.4433313809699337,-0.0792690334922489,0.7277268247479255,-0.1660114521099483
-1.7420197205755084,1.3575185257022682,-1.3228879765864143,-1.8642502707192647,1.4558381998429035,0.2463383072305453,-0.3062375754829458,-1.0855137127652408,2.135595532668133,-0.0856773619095238,-0.8938058631540415
-0.6237977565671129,-0.2715072483800544,1.2821984129439523,0.5167288023130324,-0.4300762697639261,0.1587199672955064,-0.0249225077938676,-1.322801942855241,1.1530851520353969,-0.2638840633834357,-0.0673428108050262
0.5676860855302379,2.575307122894836,-1.778764100171353,-0.4320428692209726,-1.133650346406259,-0.0535341189432036,0.5637417868843421,-0.0630139683880982,0.0901106083125295,-0.4934139020868752,0.9929852836081464
0.664318392938415,1.4227538315463744,1.8355940743524848,1.0555055130291895,0.1319542060136651,1.1342563460032644,-2.389733322398725,-0.8046709307066626,-0.0941466570569633,-0.5487464202340039,0.2149893391576675
-1.9885369244048887,1.589503693305064,0.6868665556611554,-0.1615883710851517,-1.127569233992648,-0.3480412148351837,0.0233182811092152,-0.0289361059045029,-0.1409154271960484,0.5986138314649707,0.5064829520538939
0.945727792073912,-1.9561355320874023,0.2067181632095676,0.0552349854389085,-0.4629367152708623,1.1638205296907111,2.3086919557059487,-2.216235420551122,-1.2707058282198902,-0.0121972490224829,-0.1530700387172212
0.5590538870949461,-0.9254023158645074,0.2845580843895271,-0.8393578793937607,-0.4496970662901532,-0.1759726133341723,0.1843977137735173,0.9504324704328656,2.1282066727259776,-0.204595409307827,0.3296215959411326
-1.1060936195942022,-0.9397160843630714,0.519634492148605,-1.16554218167126,1.138379859114609,2.0775281957579463,-0.4908961309090594,-1.981920692806194,-1.3920618177323003,0.2966993707131722,0.1924484708382237
0.0138322142568987,-0.8052195819121949,2.310370931248578,0.6428731765092602,0.0242617650015614,0.1649004557539322,-0.9094967070212436,-0.0022653475198446,-0.8894276070609829,-0.2403888446924045,-0.0580997040340073
-0.6546293956444299,0.692757079168758,0.2284089800907024,1.7495524649909306,-1.4956236652990746,-0.4069221091125173,0.6430177831693968,-0.5242285706789428,-1.3728691476404788,-0.0059137509975291,1.679938569004383
0.108357195809006,0.3367241576147335,0.1128524646600617,-0.1781137946137052,-1.2948261978994229,0.7342660168413745,0.6053961242010131,-0.4546015802079926,-0.1541797964736734,0.6400299054523759,0.1106292471024571
-0.519935874894513,-0.2836575558196998,-1.294351358570342,-1.1465914005157571,0.9277771214852596,-0.1939122427797162,-0.3033713395163763,0.5085281051375136,0.6887025852150929,0.7007134982156804,0.8573923236636
0.0864317230681246,-1.137202806186787,1.89497229867258,1.0683594578112303,-1.3218352562953324,1.1054027800648545,0.0228840822465058,0.1566933720581185,-0.8396406056380303,0.1503346679700306,-0.2306184581523772
0.0864317230681246,-1.137202806186787,1.89497229867258,1.0683594578112303,-1.3218352562953324,1.1054027800648545,0.0228840822465058,0.1566933720581185,-0.8396406056380303,0.1503346679700306,-0.2306184581523772
-1.1437738671747009,2.358445858442121,-0.3016780678292071,1.7177569110372664,0.481040534119537,-1.5805235335290189,-0.8742364362725025,1.7751348562193228,0.2020336832476289,-1.7528678588164568,1.5145702890536126
1.4980034530412936,0.0510226298375524,0.1783464449640642,0.4320041117986443,0.4256315756717511,,-0.1389609991992543,-0.1610552598122705,1.1544728122022443,-2.106498635984545,-0.0457222763433104
-0.8036944500484662,3.7751437696425976,-1.6221614598059395,1.568583057446996,0.6406421052619232,,0.7889004768924717,0.1347692199958164,-2.092814546923216,-1.3136422502530711,-1.0560151870749996
0.0447972493147047,0.009409424764432,0.2007328996200499,0.7637318049905772,-0.1742791700437962,,-0.3165815669382761,0.0897700619804178,,0.855587482651258,-1.153568076588804
-0.5428673925245429,0.29076956118934216,0.7808657379003167,0.9784255439567404,0.12564265191637136,,-0.6475856445671115,-0.5826709869509973,,-0.2395331693505994,0.4850847339133067
